Project,Type,Severity,Status,Rule,Message,Component,Line,Created,URL,Action,Resolution,Comment,Reviewer
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,134,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRe,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,139,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRf,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,144,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRg,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,149,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRh,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,154,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRi,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,159,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRj,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,164,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRk,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,169,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRl,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,174,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRm,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,179,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRn,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,184,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRo,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,189,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRp,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,194,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRq,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,199,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRr,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,204,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRs,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,209,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRt,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,214,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRu,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,219,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRv,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,224,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRw,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,229,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRx,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,234,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRy,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,239,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDRz,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,244,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDR0,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,249,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDR1,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,254,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDR2,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,259,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTprahIrD-njDR3,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,264,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDR4,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,269,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDR5,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,274,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDR6,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,279,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDR7,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,284,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDR8,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,289,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDR9,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,294,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDR-,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,299,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDR_,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,304,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSA,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,309,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSB,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,314,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSC,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,319,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSD,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,324,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSE,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,329,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSF,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,334,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSG,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,339,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSH,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,344,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSI,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,349,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSJ,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,354,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSK,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,359,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSL,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,364,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSM,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,369,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSN,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,374,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSO,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,379,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSP,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,384,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSQ,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,389,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSR,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,394,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDSS,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
NASA-PDS_doi-ui,SECURITY_HOTSPOT,,TO_REVIEW,,Using http protocol is insecure. Use https instead.,NASA-PDS_doi-ui:src/components/UatKeyWordAutoComplete.jsx,399,2021-01-28T19:38:04+0000,https://sonarcloud.io/project/security_hotspots?id=NASA-PDS_doi-ui&hotspots=AZPV1fTqrahIrD-njDST,REVIEWED,SAFE,"False positive. This is a URI, not a URL.",jordan.h.padams@jpl.nasa.gov
